user_id,rides_request,price,rides_accepted
2554,3770,3,906.08173
2555,3094,3,326.33353
2556,2961,2.5,627.5578
2557,3776,3,752.57404
2558,3261,3,520.73291
2559,2500,2.5,243.26956
2560,4624,3.5,1302.4009
2561,3361,3,518.58771
2562,3132,3,359.97345
2563,4659,3.5,1301.9635
2564,1686,2,-142.99242
2565,1604,2,-169.54175
2566,1837,2,-67.624008
2567,4077,3.5,845.74237
2568,2362,2.5,96.82193
2569,3835,3,1034.1609
2570,1461,2,-342.9624
2571,3038,3,294.39676
2572,2355,2.5,3.8702502
2573,4249,3.5,814.30536
2574,2408,2.5,161.51431
2575,3324,3,509.3833
2576,3838,3,971.59735
2577,1848,2,-92.94471
2578,2634,2.5,140.0782
2579,2804,2.5,491.83224
2580,4604,3.5,1334.517
2581,3276,3,507.45938
2582,2828,2.5,512.35608
2583,1859,2,-92.966087
2584,2253,2.5,-14.593768
2585,2879,2.5,579.56671
2586,3890,3,1049.3125
2587,1543,2,-254.74741
2588,3000,2.5,525.33618
2589,3339,3,316.75284
2590,3432,3,673.60797
2591,2731,2.5,447.7225
2592,3656,3,836.64935
2593,4576,3.5,1252.6542
2594,1585,2,-184.57413
2595,4407,3.5,1091.2773
2596,3082,3,329.3157
2597,4809,3.5,1416.4263
2598,1664,2,-131.35948
2599,2254,2.5,-13.208399
2600,2195,2.5,-163.65027
2601,1715,2,-97.898582
2602,3886,3,1077.6854
2603,4871,3.5,1115.2655
2604,4735,3.5,1389.7698
2605,4287,3.5,1041.1659
2606,4591,3.5,1306.056
2607,2044,2.5,-198.27074
2608,3300,3,-59.829311
2609,3193,3,325.3287
2610,1530,2,-383.0448
2611,1563,2,-221.29454
2612,3153,3,312.64178
2613,2047,2.5,-375.64383
2614,2735,2.5,369.23923
2615,2021,2.5,-350.7355
2616,3374,3,620.60492
2617,1484,2,-323.36951
2618,2543,2.5,55.545948
2619,2771,2.5,359.07687
2620,3034,3,316.48666
2621,4032,3.5,809.71228
2622,4046,3.5,793.54132
2623,2835,2.5,526.00897
2624,2662,2.5,313.05002
2625,2217,2.5,-39.272987
2626,2555,2.5,239.53122
2627,4668,3.5,1359.801
2628,3599,3,782.11542
2629,4742,3.5,1281.5087
2630,4943,3.5,1599.6309
2631,2523,2.5,247.01506
2632,4960,3.5,1645.3591
2633,2267,2.5,35.591011
2634,4040,3.5,823.47455
2635,3084,3,303.17023
2636,2823,2.5,481.23666
2637,4826,3.5,1495.6287
2638,4884,3.5,1527.7115
2639,2528,2.5,262.41302
2640,3884,3,1069.4603
2641,3453,3,611.32532
2642,3306,3,560.38342
2643,2593,2.5,-103.08427
2644,3868,3,1046.9735
2645,2872,2.5,569.35779
2646,1493,2,-273.68414
2647,2587,2.5,276.90967
2648,4797,3.5,1499.0358
2649,2276,2.5,-20.701757
2650,2117,2.5,-182.87352
2651,2907,2.5,563.45831
2652,1465,2,-376.03424
2653,2701,2.5,305.55231
2654,3177,3,441.88022
2655,2426,2.5,65.552628
2656,2136,2.5,-129.43716
2657,1555,2,-244.79305
2658,4173,3.5,951.07434
2659,2483,2.5,76.922028
2660,4754,3.5,1306.9744
2661,3295,3,533.74347
2662,1642,2,-164.46245
2663,3003,3,257.18695
2664,1930,2,115.78217
2665,1611,2,-184.96695
2666,3187,3,449.84689
2667,3610,3,680.28571
2668,2368,2.5,-502.8959
2669,2870,2.5,577.75116
2670,2188,2.5,-136.70372
2671,3375,3,557.87604
2672,4849,3.5,1551.1183
2673,4023,3.5,670.65265
2674,2056,2.5,-237.31178
2675,3325,3,581.98511
2676,2413,2.5,50.932529
2677,2073,2.5,-193.1391
2678,2347,2.5,1.5503857
2679,3691,3,870.31238
2680,4842,3.5,1548.9861
2681,3787,3,902.95068
2682,1677,2,-131.60791
2683,3409,3,648.27899
2684,4091,3.5,841.02838
2685,1623,2,-297.87421
2686,1531,2,-231.60724
2687,1593,2,-194.6609
2688,4072,3.5,786.40259
2689,2828,2.5,474.67676
2690,1854,2,-70.429306
2691,2570,2.5,283.54724
2692,3331,3,562.94788
2693,1645,2,-140.60577
2694,1580,2,-226.08067
2695,3916,3,961.7749
2696,1805,2,5.356349
2697,4319,3.5,983.38391
2698,4275,3.5,988.39636
2699,2729,2.5,400.71506
2700,4906,3.5,1605.2649
2701,2364,2.5,66.464973
2702,4175,3.5,765.43683
2703,3773,3,985.58716
2704,4711,3.5,1429.8228
2705,2592,2.5,315.224
2706,4836,3.5,1540.3577
2707,4138,3.5,872.37964
2708,4720,3.5,1218.2377
2709,3512,3,721.54889
2710,1928,2,28.485277
2711,2985,2.5,578.63855
2712,2235,2.5,-69.469002
2713,2784,2.5,475.47003
2714,3361,3,504.918
2715,2208,2.5,-33.316483
2716,2294,2.5,42.398457
2717,4097,3.5,814.7287
2718,4888,3.5,1571.3679
2719,2306,2.5,60.493195
2720,2532,2.5,93.219925
2721,4623,3.5,1345.549
2722,3341,3,589.94336
2723,2131,2.5,-216.69341
2724,2942,2.5,638.10645
2725,4743,3.5,1450.2548
2726,2693,2.5,323.06619
2727,1737,2,-462.51117
2728,2901,2.5,554.74072
2729,4338,3.5,1058.6594
2730,1612,2,-361.16357
2731,4498,3.5,1219.9899
2732,2793,2.5,465.07297
2733,3068,3,200.30804
2734,4688,3.5,1284.9319
2735,3408,3,560.20282
2736,4153,3.5,888.69684
2737,3229,3,467.91867
2738,4739,3.5,1381.2965
2739,2839,2.5,525.33252
2740,1652,2,-418.24048
2741,3307,3,562.12634
2742,2069,2.5,-315.81412
2743,2586,2.5,283.9426
2744,4034,3.5,736.79633
2745,3450,3,655.50995
2746,3136,3,269.23779
2747,2466,2.5,129.61804
2748,3876,3,1073.0654
2749,3468,3,690.85742
2750,1903,2,106.4828
2751,4338,3.5,1081.0703
2752,2269,2.5,20.872349
2753,3265,3,514.41528
2754,2758,2.5,420.9017
2755,2296,2.5,-362.59607
2756,1420,2,-586.13837
2757,2171,2.5,-296.80814
2758,3148,3,400.29941
2759,1942,2,137.23296
2760,3704,3,926.87683
2761,3607,3,772.91162
2762,1858,2,-165.772
2763,4118,3.5,786.67249
2764,4966,3.5,1652.9684
2765,2637,2.5,354.16382
2766,3063,3,310.54922
2767,2496,2.5,135.07684
2768,1565,2,-214.62891
2769,2366,2.5,107.79778
2770,3285,3,514.5191
2771,4646,3.5,1248.0507
2772,4373,3.5,1112.6537
2773,2026,2.5,-186.43724
2774,2281,2.5,-58.029804
2775,3792,3,862.59747
2776,1626,2,-224.16071
2777,1757,2,-230.10497
2778,3301,3,541.85864
2779,2833,2.5,534.64209
2780,2406,2.5,89.569008
2781,4036,3.5,809.08966
2782,4732,3.5,1423.8949
2783,4585,3.5,1242.0996
2784,4511,3.5,1186.5476
2785,2328,2.5,15.137431
2786,4675,3.5,1338.0493
2787,4341,3.5,228.81227
2788,4098,3.5,708.00153
2789,1761,2,-31.690693
2790,4619,3.5,1327.7303
2791,1715,2,-86.629395
2792,1787,2,-65.996346
2793,1899,2,97.500854
2794,4004,3.5,790.07379
2795,2395,2.5,.32003859
2796,2319,2.5,30.528997
2797,4276,3.5,856.53815
2798,3828,3,952.77148
2799,2547,2.5,259.26505
2800,1488,2,-284.43982
2801,4733,3.5,1383.1844
2802,2881,2.5,562.75702
2803,2269,2.5,16.324814
2804,3169,3,402.41846
2805,4244,3.5,962.26324
2806,3660,3,878.45386
2807,3992,3,1170.4915
2808,4071,3.5,748.26349
2809,4128,3.5,907.06915
2810,2594,2.5,96.647881
2811,2770,2.5,475.28772
2812,2268,2.5,13.864128
2813,3402,3,644.71387
2814,2796,2.5,497.03088
2815,3982,3,1163.6749
2816,3775,3,914.09564
2817,3868,3,1039.1823
2818,2601,2.5,232.7348
2819,2802,2.5,502.58267
2820,2032,2.5,-181.22221
2821,4396,3.5,1142.377
2822,2357,2.5,15.470633
2823,1472,2,-509.12445
2824,2652,2.5,297.46027
2825,1820,2,12.798476
2826,4659,3.5,1279.4525
2827,2499,2.5,202.08339
2828,4836,3.5,1387.381
2829,2585,2.5,302.92798
2830,2786,2.5,480.32117
2831,4704,3.5,1391.854
2832,2663,2.5,371.76105
2833,3255,3,407.50159
2834,2142,2.5,-147.87671
2835,3183,3,445.0802
2836,1562,2,-214.7955
2837,3288,3,525.96277
2838,2413,2.5,32.395264
2839,3206,3,466.40814
2840,2083,2.5,-137.01288
2841,4602,3.5,1332.2874
2842,3809,3,949.80615
2843,4089,3.5,852.52661
2844,4021,3.5,752.5863
2845,4861,3.5,1556.2928
2846,1541,2,-242.37851
2847,3242,3,486.39325
2848,3390,3,608.84937
2849,4578,3.5,1301.225
2850,2471,2.5,208.17168
2851,2192,2.5,-50.339806
2852,1879,2,22.773596
2853,2826,2.5,539.80682
2854,1977,2,110.01769
2855,1722,2,-90.944366
2856,4684,3.5,1322.8381
2857,4039,3.5,771.84637
2858,4443,3.5,1123.812
2859,2228,2.5,-42.341869
2860,3109,3,304.93234
2861,1726,2,-80.022873
2862,2159,2.5,-259.15216
2863,3935,3,842.52893
2864,4084,3.5,863.1543
2865,4692,3.5,1407.5588
2866,2554,2.5,-24.655787
2867,1932,2,-173.88751
2868,2537,2.5,253.9697
2869,3477,3,715.86102
2870,2054,2.5,-171.93576
2871,3814,3,856.43695
2872,2015,2.5,-258.1958
2873,2842,2.5,526.73633
2874,1787,2,-27.172926
2875,3094,3,249.49275
2876,4923,3.5,1575.6466
2877,3896,3,1079.5189
2878,3480,3,625.34442
2879,3240,3,488.94733
2880,3734,3,945.34814
2881,3257,3,522.79419
2882,4047,3.5,763.91437
2883,1756,2,-36.001408
2884,3056,3,332.98611
2885,4255,3.5,981.05371
2886,2674,2.5,402.58945
2887,2883,2.5,568.06738
2888,2334,2.5,87.059341
2889,3467,3,692.94415
2890,2299,2.5,17.179449
2891,4725,3.5,1444.3669
2892,3431,3,680.46179
2893,3362,3,611.48199
2894,4752,3.5,1376.2841
2895,1709,2,-146.86909
2896,2763,2.5,437.19919
2897,2107,2.5,-273.51208
2898,4210,3.5,956.42474
2899,2614,2.5,335.1243
2900,1957,2,66.483711
2901,4280,3.5,1027.8893
2902,2625,2.5,321.56781
2903,3943,3,1047.5125
2904,1719,2,-234.28648
2905,4991,3.5,1624.361
2906,3092,3,379.70215
2907,2352,2.5,45.495937
2908,3444,3,687.50024
2909,2026,2.5,-242.16806
2910,2541,2.5,238.72186
2911,3835,3,1032.0587
2912,4832,3.5,1530.7979
2913,4095,3.5,842.38861
2914,3565,3,704.56659
2915,4156,3.5,927.70947
2916,1916,2,102.6697
2917,3382,3,619.24298
2918,3154,3,372.77188
2919,1977,2,100.56951
2920,4967,3.5,1639.3781
2921,3768,3,811.4845
2922,2987,2.5,660.57666
2923,4099,3.5,377.3916
2924,4862,3.5,1451.1989
2925,1702,2,-83.122345
2926,1684,2,-159.27962
2927,2161,2.5,-94.160164
2928,3977,3,1169.5685
2929,2634,2.5,344.95364
2930,3159,3,373.36423
2931,1646,2,-330.28427
2932,3001,3,258.20972
2933,1632,2,-263.68796
2934,4828,3.5,1369.9286
2935,1679,2,-277.29517
2936,4580,3.5,1303.441
2937,3561,3,783.18402
2938,3711,3,920.75922
2939,3856,3,1062.9694
2940,2960,2.5,646.66895
2941,3016,3,201.214
2942,3405,3,641.55878
2943,4322,3.5,1075.4648
2944,2859,2.5,564.46716
2945,3271,3,203.14105
2946,3819,3,920.2406
2947,1854,2,56.093189
2948,4747,3.5,1245.0608
2949,4603,3.5,1308.0624
2950,3607,3,754.40784
2951,4691,3.5,1395.0773
2952,3489,3,697.83289
2953,4950,3.5,1507.3524
2954,3389,3,628.58429
2955,3423,3,653.99316
2956,3911,3,1070.2185
2957,1738,2,-104.52148
2958,2818,2.5,526.55615
2959,4785,3.5,1489.3226
2960,3552,3,652.24817
2961,4950,3.5,1649.5513
2962,3176,3,441.96057
2963,3485,3,723.28595
2964,3973,3,1158.7738
2965,1835,2,-160.64009
2966,1642,2,-242.04951
2967,4362,3.5,1109.4917
2968,4801,3.5,1481.6189
2969,3547,3,617.76782
2970,2005,2.5,-747.77283
2971,2554,2.5,259.01123
2972,3296,3,424.56894
2973,3165,3,135.53081
2974,3649,3,840.42499
2975,4338,3.5,894.34967
2976,1784,2,-33.781372
2977,3527,3,715.81873
2978,1712,2,-88.775162
2979,4581,3.5,1152.8945
2980,2845,2.5,542.36926
2981,3296,3,441.09277
2982,2969,2.5,497.60065
2983,2149,2.5,-511.47452
2984,2041,2.5,-223.08977
2985,3692,3,913.96149
2986,2117,2.5,-115.12355
2987,3727,3,817.21808
2988,1996,2,179.95613
2989,2586,2.5,254.76343
2990,2449,2.5,146.01138
2991,1812,2,5.168468
2992,1615,2,-177.40672
2993,1623,2,-173.88441
2994,3630,3,863.07782
2995,3370,3,-285.84045
2996,4420,3.5,1136.4976
2997,3386,3,639.45703
2998,2433,2.5,116.07273
2999,2502,2.5,65.251282
3000,4875,3.5,1528.9072
3001,4169,3.5,814.82617
3002,2388,2.5,93.277901
3003,2093,2.5,-253.9138
3004,4050,3.5,807.98077
3005,4809,3.5,1509.1527
3006,3586,3,806.45288
3007,3735,3,942.88348
3008,2717,2.5,424.73761
3009,4641,3.5,1348.527
3010,2680,2.5,374.12967
3011,3691,3,783.06335
3012,3307,3,509.62042
3013,1832,2,15.857183
3014,1862,2,17.998209
3015,3139,3,214.68495
3016,1554,2,-225.7153
3017,2767,2.5,372.17047
3018,4789,3.5,1504.9098
3019,4985,3.5,1633.7931
3020,4502,3.5,1228.7734
3021,4206,3.5,959.75928
3022,2372,2.5,102.6245
3023,3485,3,476.25903
3024,2876,2.5,544.5329
3025,2410,2.5,157.79437
3026,4500,3.5,1174.2521
3027,2029,2.5,-274.95932
3028,2890,2.5,568.16071
3029,3310,3,558.25269
3030,3672,3,850.52759
3031,3102,3,370.67029
3032,1875,2,42.794407
3033,4884,3.5,1570.3517
3034,1611,2,-287.13632
3035,4217,3.5,929.52631
3036,2839,2.5,545.05823
3037,4375,3.5,1119.8947
3038,1429,2,-329.78918
3039,4699,3.5,1386.9052
3040,3978,3,1149.7809
3041,2160,2.5,-92.885384
3042,2989,2.5,611.63934
3043,2161,2.5,-68.438011
3044,4883,3.5,1475.4865
3045,4368,3.5,1082.9679
3046,2324,2.5,49.87421
3047,4022,3.5,812.09277
3048,4893,3.5,1519.6587
3049,2742,2.5,435.96054
3050,3249,3,-28.598763
3051,2649,2.5,374.20697
3052,4307,3.5,1052.2233
3053,3168,3,359.28348
3054,4520,3.5,1174.1068
3055,2564,2.5,297.86755
3056,4090,3.5,812.63013
3057,4407,3.5,1131.196
3058,3434,3,624.06982
3059,2935,2.5,118.77367
3060,2266,2.5,-38.962482
3061,2204,2.5,-92.565414
3062,2823,2.5,455.94568
3063,1967,2,143.06641
3064,3553,3,620.94995
3065,2649,2.5,345.49374
3066,2775,2.5,427.12085
3067,1803,2,3.5873199
3068,1644,2,-178.40291
3069,4557,3.5,1227.9436
3070,3714,3,919.93805
3071,3151,3,335.44501
3072,1733,2,-81.410744
3073,3778,3,972.42365
3074,3314,3,528.66077
3075,4710,3.5,1431.4785
3076,3645,3,855.1557
3077,3579,3,806.44086
3078,3589,3,764.13794
3079,4569,3.5,1295.1736
3080,4764,3.5,1469.2224
3081,3036,3,232.30347
3082,4811,3.5,1257.8127
3083,4771,3.5,1422.1671
3084,1832,2,41.047878
3085,4360,3.5,1090.5969
3086,4397,3.5,993.30469
3087,4462,3.5,1087.567
3088,2489,2.5,204.14519
3089,4940,3.5,1256.9213
3090,4784,3.5,1327.8469
3091,4751,3.5,1433.3544
3092,4148,3.5,694.04657
3093,3853,3,994.66992
3094,2691,2.5,343.45981
3095,3920,3,1078.2675
3096,3498,3,711.46942
3097,3171,3,371.13562
3098,2383,2.5,45.916431
3099,3107,3,279.03867
3100,1618,2,-269.60123
3101,2245,2.5,-170.67398
3102,2272,2.5,23.056713
3103,4334,3.5,1059.8921
3104,3170,3,341.88858
3105,2771,2.5,466.53323
3106,4779,3.5,1416.1342
3107,4751,3.5,1404.0485
3108,1751,2,-42.565926
3109,1580,2,-315.85092
3110,2113,2.5,-148.68648
3111,4160,3.5,885.78918
3112,1578,2,-235.45172
3113,3404,3,584.96149
3114,3074,3,343.38947
3115,2498,2.5,196.0446
3116,2219,2.5,-111.26154
3117,2952,2.5,480.25162
3118,1669,2,-125.33472
3119,2249,2.5,-33.802986
3120,2856,2.5,558.17303
3121,1667,2,-181.5354
3122,3578,3,802.64703
3123,2739,2.5,388.76459
3124,3566,3,759.51251
3125,4061,3.5,449.2197
3126,4581,3.5,1304.2152
3127,1532,2,-250.49744
3128,1952,2,124.2029
3129,4401,3.5,1120.647
3130,4151,3.5,912.99359
3131,4844,3.5,1461.8741
3132,2404,2.5,136.74411
3133,3361,3,599.05786
3134,1531,2,-310.9231
3135,3714,3,849.24054
3136,2223,2.5,-88.685265
3137,3227,3,471.20938
3138,1742,2,-47.373745
3139,4323,3.5,1085.788
3140,4203,3.5,953.64166
3141,3179,3,391.13577
3142,4906,3.5,1493.9283
3143,4563,3.5,1265.875
3144,3761,3,953.57935
3145,4859,3.5,1551.5864
3146,4429,3.5,956.57941
3147,1477,2,-379.80743
3148,4600,3.5,1333.8154
3149,1544,2,-297.01675
3150,4816,3.5,1504.5667
3151,3885,3,952.56744
3152,4701,3.5,1195.6497
3153,1666,2,-222.08417
3154,1910,2,91.694359
3155,4773,3.5,1442.5256
3156,2917,2.5,577.21063
3157,3383,3,624.22131
3158,1595,2,-178.31714
3159,4257,3.5,961.81903
3160,2693,2.5,316.06348
3161,4200,3.5,932.38403
3162,3683,3,878.58435
3163,2272,2.5,-172.68518
3164,2148,2.5,-163.00119
3165,3973,3,1111.972
3166,4592,3.5,1315.2107
3167,1629,2,-146.94505
3168,1780,2,-35.685032
3169,3931,3,1112.9652
3170,4532,3.5,1142.6411
3171,4092,3.5,842.1889
3172,2507,2.5,215.54785
3173,3882,3,752.02527
3174,3926,3,1078.8386
3175,4053,3.5,784.52002
3176,3572,3,745.27637
3177,4663,3.5,1013.7107
3178,4427,3.5,1174.3019
3179,1604,2,-172.86668
3180,1901,2,3.9533174
3181,1731,2,-53.749401
3182,1636,2,-169.27394
3183,2415,2.5,107.57492
3184,1559,2,-242.14513
3185,3574,3,758.78864
3186,3746,3,874.81006
3187,4552,3.5,1235.8553
3188,3978,3,1062.2711
3189,2770,2.5,462.32062
3190,3845,3,769.89282
3191,3179,3,450.41147
3192,2604,2.5,229.05147
3193,2563,2.5,215.11694
3194,3951,3,1147.7542
3195,4266,3.5,988.89063
3196,4675,3.5,1106.8499
3197,3535,3,771.99927
3198,3968,3,1141.8608
3199,2951,2.5,548.24249
3200,4824,3.5,1496.7102
3201,1687,2,-185.36639
3202,1932,2,124.53053
3203,1594,2,-202.93011
3204,1482,2,-306.61697
3205,1510,2,-625.54578
3206,3140,3,403.68008
3207,3509,3,736.09924
3208,2398,2.5,-47.395031
3209,4366,3.5,1089.0695
3210,3227,3,492.59613
3211,1444,2,-429.76575
3212,1948,2,-138.23753
3213,1765,2,-28.441957
3214,4570,3.5,1182.0674
3215,2879,2.5,505.2099
3216,3158,3,427.14169
3217,4828,3.5,1199.9182
3218,1677,2,-110.95419
3219,4454,3.5,1166.5297
3220,3911,3,622.03339
3221,2228,2.5,-94.243286
3222,3243,3,466.35809
3223,4145,3.5,847.44916
3224,2461,2.5,137.59705
3225,2060,2.5,-260.60501
3226,4543,3.5,1269.476
3227,4107,3.5,641.435
3228,2252,2.5,-31.931492
3229,1706,2,-260.23468
3230,2297,2.5,33.209171
3231,2649,2.5,294.33124
3232,3638,3,853.92627
3233,2891,2.5,576.80469
3234,4599,3.5,1307.9716
3235,3509,3,675.21783
3236,3716,3,923.88776
3237,2299,2.5,-13.385906
3238,3844,3,968.49353
3239,3535,3,697.22058
3240,4589,3.5,1306.663
3241,4590,3.5,979.91589
3242,2758,2.5,349.12796
3243,1438,2,-435.87128
3244,4921,3.5,1590.5646
3245,1803,2,-124.50832
3246,3856,3,1063.5546
3247,2799,2.5,455.72073
3248,3542,3,746.21161
3249,3630,3,741.87689
3250,3345,3,578.10126
3251,3181,3,-28.851234
3252,2022,2.5,-218.28899
3253,3776,3,945.82953
3254,4178,3.5,836.15271
3255,2388,2.5,143.42406
3256,4645,3.5,1195.6288
3257,2738,2.5,450.38522
3258,4324,3.5,1040.3927
3259,3837,3,1036.5328
3260,4282,3.5,1026.3063
3261,2896,2.5,470.50024
3262,2452,2.5,63.969624
3263,3245,3,430.38693
3264,3435,3,498.04001
3265,4641,3.5,1276.7343
3266,2795,2.5,494.42499
3267,1942,2,93.372543
3268,2810,2.5,439.87424
3269,4275,3.5,1021.3523
3270,2818,2.5,486.04984
3271,2056,2.5,-199.69791
3272,2079,2.5,-630.90192
3273,1672,2,-113.99699
3274,1602,2,-196.17116
3275,1585,2,-492.96765
3276,4969,3.5,1656.2728
3277,1628,2,-173.23376
3278,4250,3.5,975.28113
3279,3666,3,546.13306
3280,3875,3,1063.9244
3281,2440,2.5,126.83849
3282,1700,2,-133.63736
3283,3366,3,399.19424
3284,2544,2.5,284.83945
3285,2847,2.5,440.21783
3286,4546,3.5,1248.5092
3287,1578,2,-204.35783
3288,2302,2.5,42.045357
3289,4360,3.5,1002.8323
3290,2958,2.5,625.27325
3291,4380,3.5,1131.283
3292,2039,2.5,-264.34668
3293,2255,2.5,-18.866793
3294,3265,3,329.5791
3295,2742,2.5,463.22903
3296,3690,3,783.05707
3297,2580,2.5,137.55882
3298,4767,3.5,1469.4462
3299,2200,2.5,-184.22029
3300,4942,3.5,1596.9313
3301,4588,3.5,1289.7546
3302,2277,2.5,32.551838
3303,4799,3.5,1500.549
3304,3445,3,655.55225
3305,4767,3.5,1463.6171
3306,4766,3.5,1433.0647
3307,3438,3,646.30029
3308,1878,2,53.478008
3309,3446,3,638.29443
3310,3699,3,874.49243
3311,3853,3,1042.8651
3312,3710,3,898.16663
3313,1839,2,50.783531
3314,1911,2,13.048013
3315,3911,3,950.2771
3316,4294,3.5,1055.5703
3317,3037,3,292.99036
3318,3612,3,794.75488
3319,4860,3.5,1554.3589
3320,1775,2,-10.884542
3321,1931,2,107.47865
3322,2181,2.5,-58.664612
3323,3272,3,499.12982
3324,3515,3,739.15692
3325,4445,3.5,1175.5487
3326,2212,2.5,-318.07959
3327,3523,3,315.21667
3328,3747,3,951.76978
3329,1525,2,-233.41096
3330,2469,2.5,49.563068
3331,4593,3.5,1270.4968
3332,3518,3,642.22156
3333,2800,2.5,304.24658
3334,1826,2,32.469257
3335,2784,2.5,338.54132
3336,4470,3.5,1182.9774
3337,3323,3,519.79449
3338,2418,2.5,167.19292
3339,1908,2,70.222687
3340,2188,2.5,-97.916695
3341,2053,2.5,-162.91417
3342,1625,2,-149.02512
3343,3655,3,826.92987
3344,4200,3.5,855.27728
3345,3294,3,524.44775
3346,2570,2.5,294.33173
3347,4351,3.5,1061.298
3348,2399,2.5,151.71588
3349,3542,3,635.23004
3350,3993,3,1097.826
3351,3040,3,326.71085
3352,4338,3.5,1047.2242
3353,3286,3,521.1687
3354,3959,3,1068.859
3355,3874,3,1055.9734
3356,3155,3,367.61548
3357,3686,3,765.81818
3358,4627,3.5,1279.623
3359,3380,3,625.44629
3360,3160,3,92.355598
3361,3500,3,586.61725
3362,2657,2.5,-211.78529
3363,3028,3,106.74391
3364,4099,3.5,657.30389
3365,1738,2,-98.705475
3366,4841,3.5,1498.3256
3367,1832,2,-35.550507
3368,3303,3,523.87469
3369,2525,2.5,235.37692
3370,2903,2.5,524.67255
3371,3978,3,1146.9801
3372,1850,2,10.57993
3373,1969,2,123.8317
3374,1825,2,-7.8251247
3375,4135,3.5,880.54852
3376,4920,3.5,1468.5271
3377,3318,3,352.18744
3378,3782,3,918.45813
3379,1894,2,54.022167
3380,4124,3.5,872.03888
3381,2776,2.5,434.69601
3382,3330,3,423.12222
3383,2809,2.5,480.04352
3384,2180,2.5,-53.53149
3385,2741,2.5,446.38062
3386,4750,3.5,1446.5531
3387,4034,3.5,790.34302
3388,2858,2.5,546.37811
3389,1951,2,78.001434
3390,4938,3.5,1619.2539
3391,3991,3,1049.5557
3392,4529,3.5,1260.6992
3393,4544,3.5,1226.3669
3394,2869,2.5,552.32025
3395,4726,3.5,1376.2688
3396,3626,3,850.56061
3397,4907,3.5,1579.1488
3398,4527,3.5,1231.3561
3399,2603,2.5,290.55325
3400,2779,2.5,445.03131
3401,2158,2.5,-320.78043
3402,3602,3,801.46796
3403,3198,3,460.14734
3404,4659,3.5,1253.4658
3405,3027,3,313.8187
3406,3331,3,506.82034
3407,4991,3.5,1647.4889
3408,2183,2.5,-57.939621
3409,2716,2.5,431.56641
3410,2907,2.5,604.17926
3411,3229,3,365.29507
3412,3744,3,922.78687
3413,1930,2,6.2088962
3414,4289,3.5,961.80737
3415,4456,3.5,1171.3418
3416,3535,3,767.56409
3417,3044,3,324.83908
3418,2314,2.5,49.649208
3419,1563,2,-316.50018
3420,2840,2.5,416.51993
3421,2615,2.5,330.5654
3422,4740,3.5,1456.7041
3423,1559,2,-236.97159
3424,4957,3.5,1636.0924
3425,1619,2,-155.57024
3426,3241,3,372.60684
3427,3036,3,151.79684
3428,1816,2,25.258526
3429,3752,3,817.3725
3430,4941,3.5,1598.3341
3431,2468,2.5,136.46173
3432,4458,3.5,1187.3082
3433,4405,3.5,694.86218
3434,2016,2.5,-206.36189
3435,1949,2,127.00272
3436,3903,3,1038.9857
3437,2350,2.5,45.5956
3438,4588,3.5,1241.3973
3439,3955,3,1017.5997
3440,3619,3,746.19806
3441,3072,3,201.77905
3442,2914,2.5,538.62024
3443,2782,2.5,480.29132
3444,2891,2.5,576.21252
3445,4557,3.5,1273.531
3446,3392,3,634.297
3447,3173,3,277.22864
3448,3367,3,557.88019
3449,2009,2.5,-226.70828
3450,2523,2.5,204.13246
3451,4628,3.5,1076.4565
3452,1455,2,-349.07184
3453,4061,3.5,835.96198
3454,4643,3.5,1324.4308
3455,3482,3,693.41681
3456,3335,3,11.020835
3457,3173,3,252.11839
3458,3048,3,202.71025
3459,4749,3.5,1404.1305
3460,3243,3,500.15192
3461,4367,3.5,1083.7787
3462,1548,2,-240.18047
3463,4528,3.5,1248.5217
3464,2904,2.5,465.4993
3465,2277,2.5,-221.88284
3466,1961,2,88.328964
3467,4806,3.5,1487.1301
3468,3528,3,688.35242
3469,1543,2,-326.06277
3470,1608,2,-162.53786
3471,4215,3.5,971.5777
3472,1998,2,75.528923
3473,3455,3,436.59256
3474,2463,2.5,200.38452
3475,2490,2.5,209.50571
3476,3026,3,73.689255
3477,4544,3.5,1237.6556
3478,1746,2,-198.30669
3479,4455,3.5,1074.4398
3480,3794,3,950.71368
3481,3720,3,695.97906
3482,3707,3,913.49774
3483,4016,3.5,762.68518
3484,2104,2.5,-150.05716
3485,1734,2,-90.634666
3486,3834,3,1029.9828
3487,1756,2,-100.08013
3488,3185,3,448.03922
3489,3367,3,572.33173
3490,4144,3.5,872.47717
3491,1587,2,-187.1423
3492,2467,2.5,183.29539
3493,2474,2.5,199.09039
3494,1641,2,-142.37303
3495,4514,3.5,1213.236
3496,3113,3,396.28763
3497,3380,3,616.41016
3498,4806,3.5,1508.7122
3499,2769,2.5,406.31802
3500,2719,2.5,407.32425
3501,2182,2.5,-111.03573
3502,1582,2,-281.23318
3503,4252,3.5,990.12
3504,2750,2.5,356.81848
3505,3417,3,580.26196
3506,2943,2.5,565.43201
3507,3310,3,327.94971
3508,3372,3,612.99268
3509,3976,3,1087.7487
3510,3961,3,944.60773
3511,3935,3,1009.1498
3512,4926,3.5,1423.5262
3513,4617,3.5,1329.9652
3514,4527,3.5,1103.6444
3515,4164,3.5,878.05798
3516,3017,3,267.71454
3517,1719,2,-81.357018
3518,4734,3.5,1401.79
